"lang"
{
  "Language"		"English"
"DOTA_Tooltip_Ability_tribal_blessing_demolish_Description"   "Deals extra damage to buildings."
"DOTA_Tooltip_Ability_poison_area"               "Poison Area"
"DOTA_Tooltip_Ability_poison_area_Description"   "Spits poison onto an area near a random enemy unit. All units that get hit by the poison get their armor reduced by 5, their attack and move speed reduced by 20%%, and take damage over time. The poison lasts 5 seconds and deals 30 dps."

"DOTA_Tooltip_modifier_global_stasis"               "Stasis"
"DOTA_Tooltip_modifier_global_stasis_Description"   "Stunned"
"DOTA_Tooltip_modifier_troll_ensnare"               "Ensnared"
"DOTA_Tooltip_modifier_troll_ensnare_Description"   "Grounded and unable to move."
"DOTA_Tooltip_modifier_catapult_burning_ammo"               "Burning Ammo"
"DOTA_Tooltip_modifier_catapult_burning_ammo_Description"   "Attacks set the area surrounding the target on fire, dealing damage to nearby enemies."
"DOTA_Tooltip_modifier_catapult_burning_ammo_debuff"               "On Fire!"
"DOTA_Tooltip_modifier_catapult_burning_ammo_debuff_Description"   "Taking damage from STANDING IN THE FIRE."
"DOTA_Tooltip_modifier_troll_berserk"               "Berserk"
"DOTA_Tooltip_modifier_troll_berserk_Description"   "Upon killing an enemy, the troll goes on a rampage for, gaining attack and move speed, but taking more damage."
"DOTA_Tooltip_modifier_troll_berserk_buff"               "Rampage"
"DOTA_Tooltip_modifier_troll_berserk_buff_Description"   "The Troll is going on a rampage. Gaining attack and move speed, while taking more damage."
"DOTA_Tooltip_modifier_tower_poisoned_arrows"               "Poisoned Arrows"
"DOTA_Tooltip_modifier_tower_poisoned_arrows_Description"   "Slows enemies on attack."
"DOTA_Tooltip_modifier_tower_poisoned_arrows_debuff"               "Poisoned"
"DOTA_Tooltip_modifier_tower_poisoned_arrows_debuff_Description"   "Slowed and taking damage over time."
"DOTA_Tooltip_modifier_kodo_spell_resistance"               "Kodo Spell Resistance"
"DOTA_Tooltip_modifier_kodo_spell_resistance_Description"   "Gaining magic resistance."
"DOTA_Tooltip_modifier_shaman_buff"               "Shaman Buff"
"DOTA_Tooltip_modifier_shaman_buff_Description"   "Gaining armor, damage and health regen."
"DOTA_Tooltip_modifier_poison_area_aura"               "Poison Area"
"DOTA_Tooltip_modifier_poison_area_aura_Description"   ""
"DOTA_Tooltip_modifier_poison_area_debuff"               "Poisoned"
"DOTA_Tooltip_modifier_poison_area_debuff_Description"   "Taking damage, slowed and losing armor."
"DOTA_Tooltip_modifier_wyvern_minor_poison_attack"               "Minor Poison Attack"
"DOTA_Tooltip_modifier_wyvern_minor_poison_attack_Description"   "Slowing enemies on attack"
"DOTA_Tooltip_modifier_wyvern_minor_poison_attack_debuff"               "Minor Poison"
"DOTA_Tooltip_modifier_wyvern_minor_poison_attack_debuff_Description"   "Slowed and taking damage."
"DOTA_Tooltip_modifier_kodo_melee_damage_aura"               "Damage Aura"
"DOTA_Tooltip_modifier_kodo_melee_damage_aura_Description"   "Nearby units gain damage."
"DOTA_Tooltip_modifier_kodo_melee_damage_aura_buff"               "Kodo Damage"
"DOTA_Tooltip_modifier_kodo_melee_damage_aura_buff_Description"   "Gaining damage."
"DOTA_Tooltip_modifier_kodo_armor_aura"               "Kodo Armor Aura"
"DOTA_Tooltip_modifier_kodo_armor_aura_Description"   "Nearby allies gain armor."
"DOTA_Tooltip_modifier_kodo_armor_aura_buff"               "Kodo Armor"
"DOTA_Tooltip_modifier_kodo_armor_aura_buff_Description"   "Gaining armor."
"DOTA_Tooltip_modifier_kodo_magic_resist_aura"               "Magic Resistance Aura"
"DOTA_Tooltip_modifier_kodo_magic_resist_aura_Description"   "Giving nearby allies increased magic resistance."
"DOTA_Tooltip_modifier_kodo_magic_resist_aura_buff"               "Kodo Magic Resistance"
"DOTA_Tooltip_modifier_kodo_magic_resist_aura_buff_Description"   "Gaining increased magic resistance."
"DOTA_Tooltip_modifier_tribal_blessing"               "Tribal Blessing"
"DOTA_Tooltip_modifier_tribal_blessing_Description"   "Permanently gaining damage, armor and attack speed."


//////////////////////
// High Elf Race
//////////////////////


"archer"               "Archer"
"master_archer"        "Master Archer"
"blademaster"          "Blademaster"
"elder_blademaster"    "Elder Blademaster"
"bloodthirster"        "Bloodthirster"
"dragonhawk_rider"     "Dragonhawk Rider"
"siege_ballista"       "Ballista"
"sorceress"            "Sorceress"
"wizard"               "Wizard"

"archery_range"             "Archery Range"
"archery_tower"             "Archery Tower"
"hall_of_honor"             "Hall of Honor"
"hall_of_the_eldest"        "Hall of The Eldest"
"bloodelf_war_academy"      "Bloodelf War Academy"
"dragonhawk_portal"         "Dragonhawk Portal"
"highelf_siege_factory"     "Highelf Siege Factory"
"school_of_wizardry"        "School of Wizardry"
"tower_of_supreme_magic"    "Tower of Supreme Magic"
"city_of_magic"             "City of Magic"
"obelisk_of_light"          "Obelisk of Light"
"arcane_tower"              "Arcane Tower"
"golden_shrine_of_justice"  "Golden Shrine of Justice"


// Building abilities

"DOTA_Tooltip_Ability_build_archery_range"              "Build Archery Range"
"DOTA_Tooltip_Ability_build_archery_range_Lore"         "Upgrades: 1"
"DOTA_Tooltip_Ability_build_archery_range_Description"  "<font color='#62bc25'>Unit Trainer</font>\n<h1>Archer</h1>Attack: Pierce (450 range)<br>Armor: Unarmored\n\n<h1>Abilities</h1>- Headshot (10%%, 50 dmg)<br>- Evade (15%%)"
"DOTA_Tooltip_Ability_train_archer"              "Train Archer"
"DOTA_Tooltip_Ability_train_archer_Description"  "<h1>Archer</h1>Attack: Pierce (450 range)<br>Armor: Unarmored\n\n<h1>Abilities</h1>- Headshot (10%%, 50 dmg)<br>- Evade (15%%)"

"DOTA_Tooltip_Ability_upgrade_archery_tower"              "Upgrade Archery Tower"
"DOTA_Tooltip_Ability_upgrade_archery_tower_Description"  "<font color='#62bc25'>Unit Trainer</font>\n<h1>Master Archer</h1>Attack: Pierce (500 range)<br>Armor: Unarmored\n\n<h1>Abilities</h1>- Headshot (20%%, 125 dmg)<br>- Evade (25%%)"
"DOTA_Tooltip_Ability_train_master_archer"              "Train Master Archer"
"DOTA_Tooltip_Ability_train_master_archer_Description"  "<h1>Master Archer</h1>Attack: Pierce (500 range)<br>Armor: Unarmored\n\n<h1>Abilities</h1>- Headshot (20%%, 125 dmg)<br>- Evade (25%%)"

"DOTA_Tooltip_Ability_build_hall_of_honor"              "Build Hall of Honor"
"DOTA_Tooltip_Ability_build_hall_of_honor_Lore"         "Upgrades: 1"
"DOTA_Tooltip_Ability_build_hall_of_honor_Description"  "<font color='#62bc25'>Unit Trainer</font>\n<h1>Blademaster</h1>Attack: Normal (melee)<br>Armor: Heavy\n\n<h1>Abilities</h1>- Critical Strike (25%%, x2.5)<br>- Evade (15%%)<br>- Spell Resistance (15%%)"
"DOTA_Tooltip_Ability_train_blademaster"              "Train Blademaster"
"DOTA_Tooltip_Ability_train_blademaster_Description"  "<h1>Blademaster</h1>Attack: Normal (melee)<br>Armor: Heavy\n\n<h1>Abilities</h1>- Critical Strike (25%%, x2.5)<br>- Evade (15%%)<br>- Spell Resistance (15%%)"

"DOTA_Tooltip_Ability_upgrade_hall_of_the_eldest"              "Upgrade Hall of The Eldest"
"DOTA_Tooltip_Ability_upgrade_hall_of_the_eldest_Description"  "<font color='#62bc25'>Unit Trainer</font>\n<h1>Elder Blademaster</h1>Attack: Normal (melee)<br>Armor: Heavy\n\n<h1>Abilities</h1>- Critical Strike (30%%, x3)<br>- Evade (25%%)<br>- Spell Resistance (25%%)<br>- Feedback (40)<br>- Spell Steal"
"DOTA_Tooltip_Ability_train_elder_blademaster"              "Train Elder Blademaster"
"DOTA_Tooltip_Ability_train_elder_blademaster_Description"  "<h1>Elder Blademaster</h1>Attack: Normal (melee)<br>Armor: Heavy\n\n<h1>Abilities</h1>- Critical Strike (30%%, x3<br>- Evade (25%%)<br>- Feedback (40)<br>- Spell Resistance (25%%)<br>- Spell Steal"

"DOTA_Tooltip_Ability_build_bloodelf_war_academy"              "Build Bloodelf War Academy"
"DOTA_Tooltip_Ability_build_bloodelf_war_academy_Description"  "<font color='#62bc25'>Unit Trainer</font>\n<h1>Bloodthirster</h1>Attack: Magic (360 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Bouncing Attack (3 bounces)<br>- Faerie Fire (-6 armor)"
"DOTA_Tooltip_Ability_train_bloodthirster"              "Train Bloodthirster"
"DOTA_Tooltip_Ability_train_bloodthirster_Description"  "<h1>Bloodthirster</h1>Attack: Magic (360 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Bouncing Attack (3 bounces)<br>- Faerie Fire (-6 armor)"

"DOTA_Tooltip_Ability_build_dragonhawk_portal"              "Build Dragonhawk Portal"
"DOTA_Tooltip_Ability_build_dragonhawk_portal_Description"  "<font color='#62bc25'>Unit Trainer</font>\n<h1>Dragonhawk Rider</h1>Attack: Pierce (450 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- Solar Strike (damages and stuns air)<br>- Flying"
"DOTA_Tooltip_Ability_train_dragonhawk_rider"              "Train Dragonhawk Rider"
"DOTA_Tooltip_Ability_train_dragonhawk_rider_Description"  "<h1>Dragonhawk Rider</h1>Attack: Pierce (450 range)<br>Armor: Heavy\n\n<h1>Abilities</h1>- Solar Strike (damages and stuns air)<br>- Flying"

"DOTA_Tooltip_Ability_build_highelf_siege_factory"              "Build Highelf Siege Factory"
"DOTA_Tooltip_Ability_build_highelf_siege_factory_Description"  "<font color='#995a0a'>Siege Trainer</font>\n<h1>Ballista</h1>Attack: Siege (850 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Line Damage<br>- <font color='#C40000'>Can't attack air</font>"
"DOTA_Tooltip_Ability_train_siege_ballista"              "Train Ballista"
"DOTA_Tooltip_Ability_train_siege_ballista_Description"  "<h1>Ballista</h1>Attack: Siege (850 range)<br>Armor: Medium\n\n<h1>Abilities</h1>- Line Damage<br>- <font color='#C40000'>Can't attack air</font>"

"DOTA_Tooltip_Ability_build_school_of_wizardry"              "Build School of Wizardry"
"DOTA_Tooltip_Ability_build_school_of_wizardry_Lore"         "Upgrades: 1"
"DOTA_Tooltip_Ability_build_school_of_wizardry_Description"  "<font color='#62bc25'>Unit Trainer</font>\n<h1>Sorceress</h1>Attack: Magic (500 range)<br>Armor: Unarmored\n\n<h1>Abilities</h1>- Healing Wave (150hp, 2 targets)<br>- Chain Lightning (25%%, 150 dmg)"
"DOTA_Tooltip_Ability_train_sorceress"              "Train Sorceress"
"DOTA_Tooltip_Ability_train_sorceress_Description"  "<h1>Sorceress</h1>Attack: Magic (500 range)<br>Armor: Unarmored\n\n<h1>Abilities</h1>- Healing Wave (150hp, 2 targets)<br>- Chain Lightning (25%%, 150 dmg)"

"DOTA_Tooltip_Ability_upgrade_tower_of_supreme_magic"              "Upgrade Tower of Supreme Magic"
"DOTA_Tooltip_Ability_upgrade_tower_of_supreme_magic_Description"  "<font color='#62bc25'>Unit Trainer</font>\n<h1>Wizard</h1>Attack: Chaos (650 range)<br>Armor: Unarmored\n\n<h1>Abilities</h1>- Healing Wave (300hp, 6 targets)<br>- Chain Lightning (25%%, 150 dmg)<br>- Firebolt (75 dmg)<br>- Legendary Spell Resistance"
"DOTA_Tooltip_Ability_train_wizard"              "Train Wizard"
"DOTA_Tooltip_Ability_train_wizard_Description"  "<h1>Wizard</h1>Attack: Chaos (650 range)<br>Armor: Unarmored\n\n<h1>Abilities</h1>- Healing Wave (300hp, 6 targets)<br>- Chain Lightning (25%%, 150 dmg)<br>- Firebolt (75 dmg)<br>- Legendary Spell Resistance"


// Abilities

"DOTA_Tooltip_Ability_item_build_city_of_magic"              "Build City of Magic"
"DOTA_Tooltip_Ability_item_build_city_of_magic_Description"  "<font color='#FFBF00'>Support Building</font>\nAbility: Hex\nTurns a random enemy unit into a sheep for 45 second"

"DOTA_Tooltip_Ability_item_build_obelisk_of_light"              "Build Obelisk of Light"
"DOTA_Tooltip_Ability_item_build_obelisk_of_light_Description"  "<font color='#C40000'>Killing Building</font>\nAbility: Light Beam\nShoots a beam of light at a random unit, dealing 160 damage to it."

"DOTA_Tooltip_Ability_item_build_arcane_tower"              "Build Arcane Tower"
"DOTA_Tooltip_Ability_item_build_arcane_tower_Description"  "<font color='#a3098c'>Tower</font>\nAttack: Magic\nArmor: Fortified<h1>Abilities</h1>- Multishot (5 targets)"

"DOTA_Tooltip_Ability_item_build_golden_shrine_of_justice"              "Build Golden Shrine of Justice"
"DOTA_Tooltip_Ability_item_build_golden_shrine_of_justice_Description"  "<font color='#FFBF00'>Support Building</font>\nAbility: Bright Aura of Grace\nWhenever an allied unit dies, there is a 25%% chance the unit will revive after 2 seconds. Cannot revive legendary units. Does not stack. Has a cooldown of 1.5 seconds."

// Modifiers

"DOTA_Tooltip_Ability_bright_aura_of_grace"              "Bright Aura of Grace"
"DOTA_Tooltip_Ability_bright_aura_of_grace_Description"  "Whenever an allied unit dies, there is a 25%% chance the unit will revive after 2 seconds. Cannot revive legendary units. Does not stack. Has a cooldown of 1.5 seconds."
"DOTA_Tooltip_Ability_arcane_tower_multishot"              "Multishot"
"DOTA_Tooltip_Ability_arcane_tower_multishot_Description"  "Attacks up to 5 targets at once. All attacks deal full damage."
"DOTA_Tooltip_Ability_obelisk_of_light_light_beam"              "Light Beam"
"DOTA_Tooltip_Ability_obelisk_of_light_light_beam_Description"  "Shoots a beam of light at a random unit, dealing 160 damage to it."
"DOTA_Tooltip_Ability_city_of_magic_hex"              "Hex"
"DOTA_Tooltip_Ability_city_of_magic_hex_Description"  "Turns a random enemy unit into a sheep for 45 second."
"DOTA_Tooltip_Ability_archer_headshot"              "Headshot"
"DOTA_Tooltip_Ability_archer_headshot_chance"       "%Headshot Chance:"
"DOTA_Tooltip_Ability_archer_headshot_stun_duration"       "Stun Duration:"
"DOTA_Tooltip_Ability_archer_headshot_damage"       "Damage:"
"DOTA_Tooltip_Ability_archer_headshot_Description"  "Attacks have a chance to headshot, dealing damage and stunning for a short time."
"DOTA_Tooltip_Ability_archer_evasion"              "Evasion"
"DOTA_Tooltip_Ability_archer_evasion_Evasion"      "%Evasion:"
"DOTA_Tooltip_Ability_archer_evasion_Description"  "Has a chance to evade attacks"
"DOTA_Tooltip_Ability_blademaster_evasion"              "Evasion"
"DOTA_Tooltip_Ability_blademaster_evasion_Evasion"      "%Evasion:"
"DOTA_Tooltip_Ability_blademaster_evasion_Description"  "Has a chance to evade attacks"
"DOTA_Tooltip_Ability_blademaster_critical_strike"              "Critical Strike"
"DOTA_Tooltip_Ability_blademaster_critical_strike_crit_chance"  "Proc Chance:"
"DOTA_Tooltip_Ability_blademaster_critical_strike_crit_damage"  "%Damage:"
"DOTA_Tooltip_Ability_blademaster_critical_strike_Description"  "Attacks have a chance to crit"
"DOTA_Tooltip_Ability_blademaster_spell_resist"              "Spell Resistance"
"DOTA_Tooltip_Ability_blademaster_spell_resist_magic_resist"    "Magic Resistance:"
"DOTA_Tooltip_Ability_blademaster_spell_resist_Description"  "The Blademaster has increased magic resistance"
"DOTA_Tooltip_Ability_blademaster_feedback"              "Feedback"
"DOTA_Tooltip_Ability_blademaster_feedback_mana_burn"    "Mana Burn:"
"DOTA_Tooltip_Ability_blademaster_feedback_Description"  "Burns mana on each attack, dealing damage equal to mana burned."
"DOTA_Tooltip_Ability_blademaster_spell_steal"              "Spell Steal"
"DOTA_Tooltip_Ability_blademaster_spell_steal_Description"  "Remove a negative buff from an ally and apply it to an enemy, or remove a positive buff from an enemy and apply it to an ally"
"DOTA_Tooltip_Ability_bloodthirster_bouncing_attack"              "Bouncing Attack"
"DOTA_Tooltip_Ability_bloodthirster_bouncing_attack_Description"  "Attacks bounce to nearby enemies, dealing less damage with each bounce. Bounces twice."
"DOTA_Tooltip_Ability_bloodthirster_faerie_fire"              "Faerie Fire"
"DOTA_Tooltip_Ability_bloodthirster_faerie_fire_armor"        "Armor:"
"DOTA_Tooltip_Ability_bloodthirster_faerie_fire_duration"     "Duration:"
"DOTA_Tooltip_Ability_bloodthirster_faerie_fire_Description"  "Reduces an enemy's armor."
"DOTA_Tooltip_Ability_dragonhawk_rider_solar_strike"              "Solar Strike"
"DOTA_Tooltip_Ability_dragonhawk_rider_solar_strike_Description"  "Strikes up to 4 non-mechanical air units in %radius% aoe with sunlight, dealing %damage% damage and stunning for %stun_duration% seconds"
"DOTA_Tooltip_Ability_ballista_line_damage"              "Line Damage"
"DOTA_Tooltip_Ability_ballista_line_damage_Description"  "Attacks damage all units 200 range behind the target"
"DOTA_Tooltip_Ability_sorceress_healing_wave"              "Healing Wave"
"DOTA_Tooltip_Ability_sorceress_healing_wave_heal"         "Initial Heal:"
"DOTA_Tooltip_Ability_sorceress_healing_wave_bounces"      "Bounces:"
"DOTA_Tooltip_Ability_sorceress_healing_wave_health_loss"  "%Health Reduction:"
"DOTA_Tooltip_Ability_sorceress_healing_wave_Description"  "Sends a wave of healing energy at an ally, that bounces to nearby allies, healing less with each bounce."
"DOTA_Tooltip_Ability_sorceress_chain_lightning"              "Chain Lightning"
"DOTA_Tooltip_Ability_sorceress_chain_lightning_trigger_chance"   "%Proc Chance:"
"DOTA_Tooltip_Ability_sorceress_chain_lightning_initial_damage"   "Initial Damage:"
"DOTA_Tooltip_Ability_sorceress_chain_lightning_max_targets"   "Max Targets:"
"DOTA_Tooltip_Ability_sorceress_chain_lightning_jump_damage_reduction"   "%Damage Reduction:"
"DOTA_Tooltip_Ability_sorceress_chain_lightning_Description"  "Has a chance on each attack to unleash a bolt of chain lightning that bounces between enemies, dealing less damage on each bounce."
"DOTA_Tooltip_Ability_wizard_firebolt"              "Firebolt"
"DOTA_Tooltip_Ability_wizard_firebolt_damage"       "Damage:"
"DOTA_Tooltip_Ability_wizard_firebolt_dps"          "Fire DPS:"
"DOTA_Tooltip_Ability_wizard_firebolt_duration"     "Fire Duration:"
"DOTA_Tooltip_Ability_wizard_firebolt_Description"  "Casts a firebolt on a random enemy unit or building every %fire_interval% seconds. Impacted units are set on fire, and take damage for a short time."

"DOTA_Tooltip_modifier_bright_aura_of_grace_aura"              "Bright Aura of Grace Aura"
"DOTA_Tooltip_modifier_bright_aura_of_grace_aura_Description"  "All allied units have a 25%% chance to revive 2 seconds after dying. Has a cooldown of 1.5 seconds."
"DOTA_Tooltip_modifier_bright_aura_of_grace_aura_buff"              "Bright Aura of Grace"
"DOTA_Tooltip_modifier_bright_aura_of_grace_aura_buff_Description"  "Has a 25%% chance to revive 2 seconds after dying. Has a cooldown of 1.5 seconds."
